"replication_id","N","simulator","gcm_null_p","gcm_alt_p","gcm_null_reject","gcm_alt_reject","kci_null_p","kci_alt_p","kci_null_reject","kci_alt_reject","rcot_null_p","rcot_alt_p","rcot_null_reject","rcot_alt_reject","pcor_null_p","pcor_alt_p","pcor_null_reject","pcor_alt_reject","ks_Z1_p","ks_Z2_p","ks_Z3_p","ks_Y_p","delta_Z1_mean_abs","delta_Z2_mean_abs","delta_Z3_mean_abs","delta_Z2_mean_abs_tail","delta_Z3_mean_abs_tail","delta_Z2_mean_abs_mid","delta_Z3_mean_abs_mid"
62,1000,"GAUSS",0.971888398447129,0.00639988839132469,FALSE,TRUE,NA,NA,NA,NA,0.918047414519866,0.000144367018645841,FALSE,TRUE,0.625310773604813,0.0354558700770198,FALSE,TRUE,0.346650169293062,0.0483304866629709,0.011634365654795,0.614404370321824,NA,NA,NA,NA,NA,NA,NA
63,1000,"GAUSS",0.206145694786774,0.0002166067707682,FALSE,TRUE,NA,NA,NA,NA,0.289064440699102,1.28463078341579e-06,FALSE,TRUE,0.256949261990614,0.000883723840662629,FALSE,TRUE,0.285748939187499,0.596557685018137,0.723796337772339,0.562255959681211,NA,NA,NA,NA,NA,NA,NA
64,1000,"GAUSS",0.339332952036145,0.115853681098803,FALSE,FALSE,NA,NA,NA,NA,0.923399946974733,0.20206172514054,FALSE,FALSE,0.4653724334479,0.252741441423414,FALSE,FALSE,0.971498321600835,0.564382659482847,0.964574981439895,0.417321233692939,NA,NA,NA,NA,NA,NA,NA
65,1000,"GAUSS",0.15223395595411,0.000638056805519766,FALSE,TRUE,NA,NA,NA,NA,0.509584473366954,1.13669588452936e-06,FALSE,TRUE,0.171932851811871,0.0690649094391783,FALSE,FALSE,0.61242636701809,0.508555237639551,0.557172389596615,0.177759227732786,NA,NA,NA,NA,NA,NA,NA
66,1000,"GAUSS",0.660435701517428,0.00550528001540429,FALSE,TRUE,NA,NA,NA,NA,0.716930945514266,3.11861647617206e-13,FALSE,TRUE,0.337060574158953,0.0354498036109446,FALSE,TRUE,0.245138858903394,0.315738189391563,0.0535585860712888,0.208317433521938,NA,NA,NA,NA,NA,NA,NA
67,1000,"GAUSS",0.622170566082642,0.0302408876297349,FALSE,TRUE,NA,NA,NA,NA,0.980331189366685,6.32127751032385e-07,FALSE,TRUE,0.935092963845608,0.0975581229621161,FALSE,FALSE,0.971802810016295,0.885708507526324,0.981005576774001,0.850116703685192,NA,NA,NA,NA,NA,NA,NA
68,1000,"GAUSS",0.500894019036878,0.0422655295473189,FALSE,TRUE,NA,NA,NA,NA,0.0025305061589872,5.41349916671763e-07,TRUE,TRUE,0.8463020385937,0.0804960045609035,FALSE,FALSE,0.0399309266853064,0.0492312342281823,0.111029668011414,0.316314824997064,NA,NA,NA,NA,NA,NA,NA
69,1000,"GAUSS",0.613256359790529,0.00016592738322774,FALSE,TRUE,NA,NA,NA,NA,0.158591423458147,2.41571123882345e-07,FALSE,TRUE,0.330122853611608,0.00416454058060204,FALSE,TRUE,0.527035882311185,0.530874129455277,0.950450074259352,0.59067663123835,NA,NA,NA,NA,NA,NA,NA
70,1000,"GAUSS",0.222364708916258,0.0362699834318831,FALSE,TRUE,NA,NA,NA,NA,0.27732639652582,0.00017609373974603,FALSE,TRUE,0.416419246024256,0.00802087604375344,FALSE,TRUE,0.30160080493372,0.378402785291622,0.65560048977007,0.891757648322562,NA,NA,NA,NA,NA,NA,NA
71,1000,"GAUSS",0.620644888746392,0.082756121558221,FALSE,FALSE,NA,NA,NA,NA,0.338315143186077,1.04158015268307e-06,FALSE,TRUE,0.344998956912211,0.0969000677958369,FALSE,FALSE,0.296200661760873,0.20172937686654,0.26162419807736,0.506471131206687,NA,NA,NA,NA,NA,NA,NA
