"replication_id","N","simulator","gcm_null_p","gcm_alt_p","gcm_null_reject","gcm_alt_reject","kci_null_p","kci_alt_p","kci_null_reject","kci_alt_reject","rcot_null_p","rcot_alt_p","rcot_null_reject","rcot_alt_reject","pcor_null_p","pcor_alt_p","pcor_null_reject","pcor_alt_reject","ks_Z1_p","ks_Z2_p","ks_Z3_p","ks_Y_p","delta_Z1_mean_abs","delta_Z2_mean_abs","delta_Z3_mean_abs","delta_Z2_mean_abs_tail","delta_Z3_mean_abs_tail","delta_Z2_mean_abs_mid","delta_Z3_mean_abs_mid"
111,1000,"BN",0.896079415377137,0.497153598951336,FALSE,FALSE,NA,NA,NA,NA,0.563178811501641,0.0628216268026536,FALSE,FALSE,0.775579675420387,0.18326965664317,FALSE,FALSE,0.132894067964297,0.0225614380691749,0.0427854167945111,0.391120173983826,1.31615638526705e-17,0.210137605513921,0.261805536089151,0.16240408285146,0.255725270028091,0.214344803920515,0.262443796062411
112,1000,"BN",0.695869976499556,0.431934741038173,FALSE,FALSE,NA,NA,NA,NA,0.632188297875548,0.0402822274448186,FALSE,TRUE,0.880123358523616,0.0677536928685459,FALSE,FALSE,0.0602595300122872,0.272357114493075,0.307577188128558,0.21164082652902,1.09107601425906e-17,0.208083279219371,0.267021174832592,0.172437983032848,0.243471738644256,0.212265129609969,0.26935023995012
113,1000,"BN",0.94731099909059,0.455414752621685,FALSE,FALSE,NA,NA,NA,NA,0.684762029958316,0.126700716122848,FALSE,FALSE,0.637147926340965,0.271992104582786,FALSE,FALSE,0.418723558672998,0.931542810190879,0.880374571673334,0.66418490761828,1.14188172806173e-17,0.204207104089722,0.256139882125539,0.150743777383126,0.280147899667137,0.20885608902073,0.253648984058309
114,1000,"BN",0.376098898319319,0.32442147609599,FALSE,FALSE,NA,NA,NA,NA,0.208198139801624,0.0255703917831408,FALSE,TRUE,0.786454858181706,0.349281726279512,FALSE,FALSE,0.708805539406163,0.431806941017793,0.203614843917862,0.370663243096849,1.25674210621485e-17,0.204728277875024,0.263342205061406,0.155165265761481,0.261581737670476,0.209038105015332,0.263562015950487
115,1000,"BN",0.996067845458629,0.572558653817177,FALSE,FALSE,NA,NA,NA,NA,0.558995987482983,0.10721306177433,FALSE,FALSE,0.110765419352335,0.151147537903142,FALSE,FALSE,0.741142071523855,0.615868971278029,0.839807134758642,0.634291520610538,1.41263953659654e-17,0.210599756760046,0.259018987081445,0.142553922694537,0.252038368610318,0.217909220662985,0.259717816873384
116,1000,"BN",0.330880118117094,0.140500106004068,FALSE,FALSE,NA,NA,NA,NA,0.622782370404801,0.00930513896492013,FALSE,TRUE,0.60881233942943,0.326046373992728,FALSE,FALSE,0.752738729676177,0.0620158444619027,0.0582936248595859,0.343338490910446,1.10098562211558e-17,0.218218564838413,0.263778453089206,0.177261313111286,0.271406261662211,0.222170580355943,0.263069858850183
117,1000,"BN",0.27736677561417,0.0534215834238675,FALSE,FALSE,NA,NA,NA,NA,0.149322246581099,0.00372313129931079,FALSE,TRUE,0.662279244456513,0.463473967818566,FALSE,FALSE,0.75933452333208,0.310929351098997,0.0677090365033549,0.859740429492849,1.38827751378079e-17,0.212363601950493,0.260057682980754,0.165519409152566,0.262858496775794,0.217800874328824,0.259718570996602
118,1000,"BN",0.118876230382693,0.630434077021133,FALSE,FALSE,NA,NA,NA,NA,0.382903515239443,7.91648538525092e-05,FALSE,TRUE,0.397603158090058,0.40331151698899,FALSE,FALSE,0.0117987727441535,0.00089332986209556,0.00381271345518752,0.053912489027632,1.09690902194704e-17,0.205352248352496,0.262390568400488,0.132577403488304,0.267714289707238,0.213528287653145,0.261818695790572
119,1000,"BN",0.142855292644669,0.460811927946598,FALSE,FALSE,NA,NA,NA,NA,0.750430820470945,0.0050296919719478,FALSE,TRUE,0.205470469522694,0.82626173229575,FALSE,FALSE,0.140971634780308,0.241655957615911,0.390847943170373,0.43210776397934,1.29906935902868e-17,0.202958788230498,0.269746036628343,0.149914839476115,0.317818019474151,0.208787146639692,0.265337688856457
120,1000,"BN",0.0919618777435606,0.201867951035829,FALSE,FALSE,NA,NA,NA,NA,0.889694122198814,0.000886698131886354,FALSE,TRUE,0.87236242167786,0.872976671325566,FALSE,FALSE,0.507171394373092,0.203127360031757,0.503462346975932,0.13519783737487,1.25610242693308e-17,0.200280355837644,0.272371034080216,0.153370772889303,0.293301451447075,0.205959991441255,0.269757674881429
